season,week,celebrity_name,audience_share,audience_share_raw
5,5,Jane Seymour,0.13647459121558037,0.13647459121183048
5,5,Mel B,0.13406507658835815,0.13406507658467445
5,5,Sabrina Bryan,0.13366727021639474,0.13366727021272198
5,5,Jennie Garth,0.13365965900050228,0.13365965899682974
5,5,Cameron Mathison,0.13265219322754918,0.1326521932239043
5,5,Marie Osmond,0.11551284991688983,0.11551284991371591
5,5,Mark Cuban,0.07636661671600951,0.0763666167139112
5,6,Sabrina Bryan,0.15208520153447452,0.15208520152968907
5,6,Helio Castroneves,0.14989899617900473,0.14989899617428806
5,6,Cameron Mathison,0.14931754363758556,0.14931754363288718
5,6,Mel B,0.14415088779060256,0.14415088778606677
5,6,Jane Seymour,0.14301515513923924,0.14301515513473917
5,6,Jennie Garth,0.1404669503190863,0.1404669503146664
5,6,Marie Osmond,0.12106526540000714,0.12106526539619775
5,7,Jennie Garth,0.18887362630025153,0.18887362629256108
5,7,Mel B,0.18369829079763741,0.18369829079015768
5,7,Helio Castroneves,0.1829286871575333,0.1829286871500849
5,7,Cameron Mathison,0.15524719062019965,0.15524719061387837
5,7,Jane Seymour,0.14701118971536525,0.14701118970937932
5,7,Marie Osmond,0.14224101540901277,0.14224101540322107
5,8,Mel B,0.2297701053339599,0.22977010532229034
5,8,Helio Castroneves,0.22168180122121867,0.2216818012099599
5,8,Jennie Garth,0.20207146580279015,0.20207146579252735
5,8,Cameron Mathison,0.19386296762679084,0.19386296761694494
5,8,Marie Osmond,0.15261366001524052,0.15261366000748958
5,9,Mel B,0.28586768001940693,0.2858676800016481
5,9,Helio Castroneves,0.2827023442604212,0.282702344242859
5,9,Jennie Garth,0.2567871241963293,0.2567871241803771
5,9,Marie Osmond,0.17464285152384254,0.17464285151299327
5,10,Mel B,0.5095110674051403,0.5630715863000058
5,10,Helio Castroneves,0.49048893259485976,0.5420498179663251
5,10,Marie Osmond,0.0,-0.10512140451583138
6,1,Jason Taylor,0.0889531158209695,0.0889531158194095
6,1,Marlee Matlin,0.0889531158209695,0.0889531158194095
6,1,Marissa Jaret Winokur,0.08783892917514177,0.08783892917360131
6,1,Steve Guttenberg,0.08783892917514177,0.08783892917360131
6,1,Cristian de la Fuente,0.0873954392007094,0.08739543919917672
6,1,Shannon Elizabeth,0.0873954392007094,0.08739543919917672
6,1,Penn Jillette,0.0835395615441055,0.08353956154264043
6,1,Mario,0.08072266314593142,0.08072266314451576
6,1,Priscilla Presley,0.08072266314593142,0.08072266314451576
6,1,Adam Carolla,0.07913157981850807,0.07913157981712032
6,1,Monica Seles,0.07913157981850807,0.07913157981712032
6,1,Kristi Yamaguchi,0.06837698413337431,0.06837698413217516
6,2,Priscilla Presley,0.09835229771290062,0.09835229771116158
6,2,Cristian de la Fuente,0.09163794162345196,0.09163794162183164
6,2,Marissa Jaret Winokur,0.09147100548243894,0.09147100548082157
6,2,Shannon Elizabeth,0.08732433299225689,0.08732433299071285
6,2,Steve Guttenberg,0.08571486000487599,0.0857148600033604
6,2,Marlee Matlin,0.0856469696526629,0.08564696965114851
6,2,Adam Carolla,0.08084753396322236,0.08084753396179284
6,2,Mario,0.07954223182480714,0.0795422318234007
6,2,Jason Taylor,0.07565118124108226,0.07565118123974462
6,2,Kristi Yamaguchi,0.07565118124108226,0.07565118123974462
6,2,Penn Jillette,0.07532960234440349,0.07532960234307153
6,2,Monica Seles,0.0728308619168152,0.07283086191552743
6,3,Mario,0.10977097767759088,0.1097709776752188
6,3,Jason Taylor,0.1086581484305134,0.10865814842816537
6,3,Priscilla Presley,0.10633954930957237,0.10633954930727445
6,3,Cristian de la Fuente,0.10268091755688594,0.10268091755466707
6,3,Kristi Yamaguchi,0.1020572870317806,0.10205728702957521
6,3,Shannon Elizabeth,0.10176955779079443,0.10176955778859526
6,3,Marlee Matlin,0.09948051480497115,0.09948051480282145
6,3,Marissa Jaret Winokur,0.092298219786126,0.0922982197841315
6,3,Adam Carolla,0.09008813888052411,0.09008813887857738
6,3,Steve Guttenberg,0.08685668873124107,0.08685668872936415
6,4,Mario,0.12164831038934279,0.12164831038644251
6,4,Cristian de la Fuente,0.11810120312039747,0.11810120311758177
6,4,Shannon Elizabeth,0.11543255173671438,0.11543255173396229
6,4,Jason Taylor,0.11397031431002122,0.113970314307304
6,4,Kristi Yamaguchi,0.11397031431002122,0.113970314307304
6,4,Marlee Matlin,0.11190919213849947,0.11190919213583138
6,4,Priscilla Presley,0.11028208587410201,0.11028208587147273
6,4,Marissa Jaret Winokur,0.09807584034682772,0.09807584034448945
6,4,Adam Carolla,0.0966101877740737,0.09661018777177037
6,5,Cristian de la Fuente,0.13692510846512443,0.13692510846134803
6,5,Shannon Elizabeth,0.1334544558787072,0.13345445587502652
6,5,Jason Taylor,0.13284992423104486,0.13284992422738087
6,5,Kristi Yamaguchi,0.132755269668629,0.13275526966496762
6,5,Mario,0.12418221368068126,0.12418221367725632
6,5,Marlee Matlin,0.11842524273213507,0.11842524272886891
6,5,Marissa Jaret Winokur,0.11456709522584789,0.11456709522268814
6,5,Priscilla Presley,0.1068406901178302,0.10684069011488355
6,6,Jason Taylor,0.15300784091723493,0.15300784091237027
6,6,Mario,0.15255686650406491,0.1525568664992146
6,6,Kristi Yamaguchi,0.14728163469988745,0.14728163469520483
6,6,Cristian de la Fuente,0.14522137479704755,0.14522137479243044
6,6,Shannon Elizabeth,0.14457939194183206,0.14457939193723537
6,6,Marissa Jaret Winokur,0.1403089277391137,0.14030892773465276
6,6,Marlee Matlin,0.11704396340081949,0.11704396339709824
6,7,Jason Taylor,0.18160564147821634,0.1816056414711955
6,7,Kristi Yamaguchi,0.17965421799132203,0.17965421798437664
6,7,Mario,0.16628116847222088,0.1662811684657925
6,7,Shannon Elizabeth,0.16337529829082653,0.16337529828451047
6,7,Marissa Jaret Winokur,0.1581543035474948,0.1581543035413806
6,7,Cristian de la Fuente,0.1509293702199194,0.1509293702140845
6,8,Kristi Yamaguchi,0.2171242724356483,0.2171242724250181
6,8,Mario,0.21172087935425743,0.21172087934389178
6,8,Jason Taylor,0.2001898762702264,0.2001898762604253
6,8,Cristian de la Fuente,0.1957126180009426,0.1957126179913607
6,8,Marissa Jaret Winokur,0.17525235393892524,0.17525235393034505
6,9,Kristi Yamaguchi,0.2870095864650584,0.28700958644717856
6,9,Jason Taylor,0.2563174868244365,0.25631748680846866
6,9,Cristian de la Fuente,0.24975587252784176,0.2497558725122827
6,9,Marissa Jaret Winokur,0.20691705418266337,0.20691705416977305
6,10,Kristi Yamaguchi,0.43800244470421457,0.43800244460871374
6,10,Jason Taylor,0.3294304828648609,0.3294304827930328
6,10,Cristian de la Fuente,0.23256707243092462,0.23256707238021634
7,1,Misty May-Treanor,0.08290967083942655,0.08290967083807808
7,1,Lance Bass,0.08128802840790801,0.08128802840658593
7,1,Warren Sapp,0.08128802840790801,0.08128802840658593
7,1,Cody Linley,0.08034087049399431,0.08034087049268764
7,1,Kim Kardashian,0.07948765672134064,0.07948765672004784
7,1,Susan Lucci,0.07948765672134064,0.07948765672004784
7,1,Ted McGinley,0.07948765672134064,0.07948765672004784
7,1,Maurice Greene,0.07815596303532125,0.0781559630340501
7,1,Toni Braxton,0.0773197744395911,0.07731977443833354
7,1,Jeffrey Ross,0.07180402356668973,0.0718040235655219
7,1,Cloris Leachman,0.07061706296668598,0.07061706296553745
7,1,Brooke Burke,0.06938326650295722,0.06938326650182876
7,1,Rocco DiSpirito,0.06843034117549604,0.06843034117438307
7,2,Lance Bass,0.10069836102795798,0.10069836102594941
7,2,Toni Braxton,0.09982652090352737,0.09982652090153618
7,2,Susan Lucci,0.09926187022611797,0.09926187022413804
7,2,Cody Linley,0.09625788649433588,0.09625788649241587
7,2,Warren Sapp,0.09539456411217657,0.09539456411027379
7,2,Brooke Burke,0.09479645391629302,0.09479645391440215
7,2,Misty May-Treanor,0.09325220383444839,0.09325220383258834
7,2,Maurice Greene,0.09083477088297172,0.09083477088115989
7,2,Kim Kardashian,0.0851452495302011,0.08514524952850275
7,2,Rocco DiSpirito,0.07557061294811433,0.07557061294660697
7,2,Cloris Leachman,0.06896150612385564,0.0689615061224801
7,3,Toni Braxton,0.12588376032146775,0.1258837603184128
7,3,Lance Bass,0.12348510399848042,0.1234851039954837
7,3,Warren Sapp,0.12207604407531912,0.12207604407235659
7,3,Susan Lucci,0.11907194229414567,0.11907194229125603
7,3,Cody Linley,0.11656178917251867,0.11656178916968996
7,3,Maurice Greene,0.11391917708624931,0.11391917708348473
7,3,Brooke Burke,0.10700066719053873,0.10700066718794204
7,3,Cloris Leachman,0.08753899977319296,0.08753899977106858
7,3,Rocco DiSpirito,0.08446251608808734,0.08446251608603761
7,4,Warren Sapp,0.12587157030882948,0.12587157030575324
7,4,Toni Braxton,0.12490028175469015,0.12490028175163766
7,4,Susan Lucci,0.12212060606208117,0.12212060605909661
7,4,Lance Bass,0.12123984721231808,0.12123984720935504
7,4,Brooke Burke,0.11958898854974362,0.11958898854682093
7,4,Cody Linley,0.11919864201800551,0.11919864201509235
7,4,Maurice Greene,0.10826890181792766,0.10826890181528162
7,4,Cloris Leachman,0.08974848735491683,0.08974848735272344
7,4,Rocco DiSpirito,0.06906267492148754,0.06906267491979969
7,5,Warren Sapp,0.14037619630206757,0.1403761962981585
7,5,Toni Braxton,0.13937499818094093,0.13937499817705973
7,5,Susan Lucci,0.13891267974767088,0.13891267974380256
7,5,Brooke Burke,0.1348820171827664,0.13488201717901033
7,5,Cody Linley,0.13196876227303045,0.1319687622693555
7,5,Lance Bass,0.12032708085176529,0.12032708084841452
7,5,Maurice Greene,0.11110363128554467,0.11110363128245074
7,5,Cloris Leachman,0.08305463417621375,0.08305463417390092
7,6,Brooke Burke,0.1645241148218762,0.16452411481645096
7,6,Warren Sapp,0.16301179025550144,0.16301179025012608
7,6,Cody Linley,0.16257599277743176,0.16257599277207074
7,6,Susan Lucci,0.1617833872025525,0.16178338719721763
7,6,Lance Bass,0.1371986200957668,0.13719862009124262
7,6,Maurice Greene,0.1187176831752085,0.11871768317129375
7,6,Cloris Leachman,0.09218841167166293,0.09218841166862299
7,7,Susan Lucci,0.1779326754239845,0.1779326754170985
7,7,Lance Bass,0.17417598247722668,0.17417598247048607
7,7,Cody Linley,0.17182219996541143,0.1718221999587619
7,7,Brooke Burke,0.16716391126928437,0.16716391126281513
7,7,Warren Sapp,0.16160469656841178,0.16160469656215767
7,7,Maurice Greene,0.14730053429568124,0.14730053428998072
7,8,Brooke Burke,0.23255318937692024,0.23255318936508
7,8,Lance Bass,0.21781101662581168,0.21781101661472202
7,8,Warren Sapp,0.21082408366922062,0.21082408365848668
7,8,Cody Linley,0.18330602922244063,0.18330602921310776
7,8,Maurice Greene,0.15550568110560678,0.15550568109768934
7,9,Brooke Burke,0.28175002731744886,0.28175002729933674
7,9,Lance Bass,0.26019867277922604,0.2601986727624993
7,9,Warren Sapp,0.25447367678263266,0.25447367676627397
7,9,Cody Linley,0.20357762312069239,0.2035776231076055
7,10,Brooke Burke,0.3950158846835047,0.3950158846034245
7,10,Warren Sapp,0.30537425243569166,0.30537425237378424
7,10,Lance Bass,0.29960986288080366,0.29960986282006485
8,1,Chuck Wicks,0.08334739637446437,0.08334739637309051
8,1,David Alan Grier,0.08300590308184977,0.08300590308048154
8,1,Belinda Carlisle,0.0801561793277223,0.08015617932640105
8,1,Steve-O,0.0801561793277223,0.08015617932640105
8,1,Lil' Kim,0.08012279147393002,0.08012279147260931
8,1,Denise Richards,0.07909831159608618,0.07909831159478237
8,1,Holly Madison,0.07909831159608618,0.07909831159478237
8,1,Melissa Rycroft,0.07430029725732079,0.07430029725609606
8,1,Shawn Johnson,0.07430029725732079,0.07430029725609606
8,1,Ty Murray,0.07268483522132488,0.07268483522012678
8,1,Steve Wozniak,0.07234334192871027,0.07234334192751779
8,1,Lawrence Taylor,0.07120108463765586,0.07120108463648221
8,1,Gilles Marini,0.0701850709198061,0.0701850709186492
8,2,Chuck Wicks,0.08544354774632294,0.08544354774494332
