season,week,celebrity_name,judge_rank,audience_share_rank,final_rank,pred_eliminated,survival_prob
7,3,Susan Lucci,6.0,4.0,6.0,0,0.9067250142965309
7,3,Cody Linley,6.0,5.0,7.0,0,0.8965913416505158
7,3,Rocco DiSpirito,8.0,9.0,8.0,0,0.7467174154373168
7,3,Cloris Leachman,9.0,8.0,9.0,0,0.6779902001788034
7,4,Lance Bass,1.0,4.0,1.0,0,1.0
7,4,Brooke Burke,1.0,5.0,2.0,0,0.9933785195628668
7,4,Susan Lucci,3.0,3.0,3.0,0,0.9640161000338142
7,4,Warren Sapp,5.0,1.0,4.0,0,0.9395443963067989
7,4,Toni Braxton,5.0,2.0,5.0,0,0.9356486247875003
7,4,Cody Linley,4.0,6.0,6.0,0,0.9325380218876336
7,4,Maurice Greene,8.0,7.0,7.0,0,0.8294247418257316
7,4,Cloris Leachman,5.0,8.0,8.0,0,0.7946571975836407
7,4,Rocco DiSpirito,9.0,9.0,9.0,1,0.6326547019436155
7,5,Brooke Burke,1.0,4.0,1.0,0,1.0
7,5,Cody Linley,2.0,5.0,2.0,0,0.9716450599264839
7,5,Warren Sapp,4.0,1.0,3.0,0,0.9470428660096434
7,5,Toni Braxton,5.0,2.0,4.0,0,0.8892649553040257
7,5,Susan Lucci,5.0,3.0,5.0,0,0.8876347772756361
7,5,Maurice Greene,3.0,7.0,6.0,0,0.879990126073077
7,5,Lance Bass,7.0,6.0,7.0,0,0.8040176867425121
7,5,Cloris Leachman,7.0,8.0,8.0,1,0.6725915543146052
7,6,Brooke Burke,2.0,1.0,1.0,0,0.9732788413319498
7,6,Warren Sapp,3.0,2.0,2.0,0,0.9501768561337203
7,6,Cody Linley,4.0,3.0,3.0,0,0.911677744261774
7,6,Lance Bass,1.0,5.0,4.0,0,0.9105546196085105
7,6,Susan Lucci,4.0,4.0,5.0,0,0.9093188165846531
7,6,Maurice Greene,6.0,6.0,6.0,0,0.7439459233271987
7,6,Cloris Leachman,7.0,7.0,7.0,1,0.553384027870583
7,7,Brooke Burke,1.0,4.0,1.0,0,0.9427189202352844
7,7,Lance Bass,2.0,2.0,2.0,0,0.8741528253274752
7,7,Susan Lucci,4.0,1.0,3.0,0,0.8664179220864198
7,7,Cody Linley,5.0,3.0,4.0,0,0.8163524899509693
7,7,Maurice Greene,2.0,6.0,5.0,0,0.8059069058685311
7,7,Warren Sapp,6.0,5.0,6.0,1,0.773132341152803
7,8,Brooke Burke,1.0,1.0,1.0,0,0.8670245882562059
7,8,Warren Sapp,2.0,3.0,2.0,0,0.8174087754031407
7,8,Lance Bass,3.0,2.0,3.0,0,0.8005817362054488
7,8,Cody Linley,4.0,4.0,4.0,0,0.7186682316997508
7,8,Maurice Greene,4.0,5.0,5.0,1,0.6648943288626572
7,9,Lance Bass,1.0,2.0,1.0,0,0.8330058216474198
7,9,Brooke Burke,2.0,1.0,2.0,0,0.8050495977001587
7,9,Warren Sapp,2.0,3.0,3.0,0,0.7632655546409124
7,9,Cody Linley,4.0,4.0,4.0,1,0.6624351547673937
7,10,Brooke Burke,1.0,1.0,1.0,0,0.36682022201510156
7,10,Lance Bass,2.0,3.0,3.0,1,0.3056058949711332
7,10,Warren Sapp,2.0,2.0,3.0,1,0.30843292176975956
8,1,Gilles Marini,1.0,13.0,1.0,0,1.0
8,1,Melissa Rycroft,2.0,8.0,1.0,0,1.0
8,1,Shawn Johnson,2.0,8.0,1.0,0,1.0
8,1,Lil' Kim,4.0,5.0,4.0,0,0.9857475508188758
8,1,Chuck Wicks,5.0,1.0,5.0,0,0.9804760575645818
8,1,David Alan Grier,6.0,2.0,6.0,0,0.9540972096152653
8,1,Denise Richards,7.0,6.0,7.0,0,0.9066110069709263
8,1,Holly Madison,7.0,6.0,7.0,0,0.9066110069709263
8,1,Belinda Carlisle,9.0,3.0,9.0,0,0.8885148276093664
8,1,Steve-O,9.0,3.0,9.0,0,0.8885148276093664
8,1,Lawrence Taylor,11.0,12.0,11.0,0,0.8111529920780354
8,1,Ty Murray,12.0,10.0,12.0,0,0.7712199822866685
8,1,Steve Wozniak,13.0,11.0,13.0,0,0.744841134337352
8,2,Gilles Marini,1.0,13.0,1.0,0,1.0
8,2,Melissa Rycroft,2.0,11.0,1.0,0,1.0
8,2,Shawn Johnson,3.0,9.0,1.0,0,1.0
8,2,Lil' Kim,4.0,8.0,1.0,0,1.0
8,2,Denise Richards,5.0,4.0,5.0,0,0.9768840276557047
8,2,Chuck Wicks,6.0,1.0,6.0,0,0.9738600618096385
8,2,Ty Murray,6.0,2.0,7.0,0,0.9654210323584931
8,2,Lawrence Taylor,6.0,3.0,8.0,0,0.9605728347227265
8,2,Holly Madison,9.0,6.0,9.0,0,0.9016290495662307
8,2,David Alan Grier,11.0,5.0,10.0,0,0.8837211385469577
8,2,Belinda Carlisle,9.0,10.0,11.0,0,0.8534932398495709
8,2,Steve-O,13.0,7.0,12.0,0,0.8004357545710077
8,2,Steve Wozniak,11.0,12.0,13.0,1,0.7879952136116796
8,3,Gilles Marini,1.0,8.0,1.0,0,1.0
8,3,Melissa Rycroft,1.0,8.0,1.0,0,1.0
8,3,Shawn Johnson,1.0,8.0,1.0,0,1.0
8,3,Lil' Kim,4.0,6.0,1.0,0,1.0
8,3,Ty Murray,6.0,3.0,5.0,0,0.9800042419380007
8,3,Chuck Wicks,6.0,4.0,6.0,0,0.9796947131628222
8,3,David Alan Grier,5.0,7.0,7.0,0,0.9374526446652444
8,3,Lawrence Taylor,8.0,5.0,8.0,0,0.9144807816351785
8,3,Holly Madison,9.0,1.0,9.0,0,0.8604522980034148
8,3,Denise Richards,10.0,2.0,10.0,0,0.8339821961086931
8,3,Steve-O,11.0,12.0,11.0,0,0.7128879426818209
8,3,Steve Wozniak,12.0,11.0,12.0,1,0.6169797132428958
8,4,Gilles Marini,1.0,9.0,1.0,0,1.0
8,4,Melissa Rycroft,2.0,8.0,1.0,0,1.0
8,4,Lil' Kim,3.0,7.0,1.0,0,1.0
8,4,Shawn Johnson,4.0,3.0,1.0,0,1.0
8,4,Ty Murray,4.0,3.0,1.0,0,1.0
8,4,Chuck Wicks,6.0,2.0,6.0,0,0.9521717509542775
8,4,David Alan Grier,6.0,6.0,7.0,0,0.9105915474684375
8,4,Lawrence Taylor,8.0,1.0,8.0,0,0.8954970123479331
8,4,Holly Madison,9.0,5.0,9.0,0,0.7901406985001911
8,4,Steve-O,10.0,10.0,11.0,1,0.6681126809260283
8,4,Steve Wozniak,11.0,11.0,11.0,1,0.5651499147230896
8,5,Gilles Marini,1.0,5.0,1.0,0,1.0
8,5,Shawn Johnson,2.0,1.0,2.0,0,0.981153470854965
8,5,Lil' Kim,2.0,3.0,3.0,0,0.9759979815710929
8,5,Melissa Rycroft,4.0,2.0,4.0,0,0.9575942740731654
8,5,Chuck Wicks,5.0,4.0,5.0,0,0.904398289951787
8,5,David Alan Grier,6.0,6.0,6.0,0,0.8447830315459082
8,5,Ty Murray,7.0,7.0,7.0,0,0.8060229209310248
8,5,Lawrence Taylor,8.0,8.0,8.0,0,0.7741603077263404
8,5,Steve-O,9.0,9.0,9.0,1,0.6165916423482528
8,6,Lil' Kim,1.0,1.0,1.0,0,1.0
8,6,Shawn Johnson,3.0,2.0,2.0,0,0.9584878110361146
8,6,Gilles Marini,3.0,3.0,3.0,0,0.9463418648172579
8,6,Melissa Rycroft,2.0,5.0,4.0,0,0.9395042220170058
8,6,Chuck Wicks,5.0,4.0,5.0,0,0.8748501939931381
8,6,Lawrence Taylor,6.0,6.0,6.0,0,0.7807964286781888
8,6,Ty Murray,7.0,7.0,7.0,0,0.6855443459412036
8,6,Steve-O,8.0,8.0,8.0,1,0.5522227717438126
8,7,Melissa Rycroft,1.0,2.0,1.0,0,0.9636987045585481
8,7,Shawn Johnson,2.0,1.0,2.0,0,0.9567563214049022
8,7,Gilles Marini,3.0,4.0,3.0,0,0.9098792926497467
8,7,Lil' Kim,5.0,3.0,4.0,0,0.9078513483477095
8,7,Chuck Wicks,3.0,5.0,5.0,0,0.8793865384780476
8,7,Ty Murray,6.0,7.0,6.0,0,0.7160297767454324
8,7,Lawrence Taylor,7.0,6.0,7.0,1,0.6744419264601863
8,8,Lil' Kim,1.0,2.0,1.0,0,0.8904640871100469
8,8,Gilles Marini,2.0,3.0,2.0,0,0.8757263610047343
8,8,Shawn Johnson,3.0,1.0,3.0,0,0.8653148691451077
8,8,Melissa Rycroft,6.0,4.0,4.0,0,0.7581607451585488
8,8,Chuck Wicks,5.0,5.0,5.0,0,0.7541330098589011
8,8,Ty Murray,3.0,6.0,6.0,1,0.7013877771625436
8,9,Gilles Marini,2.0,1.0,1.0,0,0.876125593516184
8,9,Shawn Johnson,2.0,2.0,2.0,0,0.8682177710318314
8,9,Melissa Rycroft,1.0,4.0,3.0,0,0.8239841937149366
8,9,Lil' Kim,4.0,3.0,4.0,0,0.7957475342813588
8,9,Ty Murray,5.0,5.0,5.0,1,0.6037700475138112
8,10,Gilles Marini,1.0,2.0,1.0,0,0.8784607269945454
8,10,Shawn Johnson,2.0,1.0,2.0,0,0.8522444409896512
8,10,Melissa Rycroft,3.0,3.0,3.0,0,0.8010306312759993
8,10,Ty Murray,4.0,4.0,4.0,1,0.558945912030085
8,11,Shawn Johnson,1.0,2.0,1.0,0,0.3410263743305535
8,11,Gilles Marini,2.0,1.0,3.0,1,0.33685016415636215
8,11,Melissa Rycroft,3.0,3.0,3.0,1,0.237752727181734
9,1,Joanna Krupa,1.0,16.0,1.0,0,1.0
9,1,Aaron Carter,2.0,15.0,1.0,0,1.0
9,1,Mya,3.0,14.0,1.0,0,1.0
9,1,Kelly Osbourne,4.0,13.0,1.0,0,1.0
9,1,Donny Osmond,5.0,12.0,1.0,0,1.0
9,1,Mark Dacascos,6.0,11.0,1.0,0,1.0
9,1,Louie Vito,7.0,9.0,1.0,0,1.0
9,1,Natalie Coughlin,7.0,9.0,1.0,0,1.0
9,1,Melissa Joan Hart,9.0,5.0,9.0,0,0.999200271713095
9,1,Chuck Liddell,10.0,1.0,10.0,0,0.9803746166167506
9,1,Debi Mazar,10.0,1.0,10.0,0,0.9803746166167506
9,1,Kathy Ireland,12.0,3.0,12.0,0,0.9276155653019336
9,1,Tom DeLay,12.0,3.0,12.0,0,0.9276155653019336
9,1,Macy Gray,15.0,6.0,14.0,0,0.8528806997134706
9,1,Michael Irvin,14.0,8.0,16.0,1,0.8502550851867867
9,1,Ashley Hamiliton,15.0,6.0,16.0,1,0.8528806997134706
9,2,Aaron Carter,1.0,11.0,1.0,0,1.0
9,2,Mya,1.0,11.0,1.0,0,1.0
9,2,Donny Osmond,3.0,9.0,1.0,0,1.0
9,2,Debi Mazar,4.0,1.0,4.0,0,0.9850407776744841
9,2,Joanna Krupa,7.0,2.0,5.0,0,0.9489132801724969
9,2,Mark Dacascos,4.0,5.0,6.0,0,0.9446300224493598
9,2,Natalie Coughlin,4.0,6.0,7.0,0,0.9428338681722583
9,2,Michael Irvin,7.0,4.0,8.0,0,0.9340622370041496
9,2,Kelly Osbourne,9.0,3.0,9.0,0,0.9169844357179637
9,2,Louie Vito,9.0,7.0,10.0,0,0.8836674694564342
9,2,Chuck Liddell,9.0,8.0,11.0,0,0.8772013276610878
9,2,Melissa Joan Hart,9.0,10.0,12.0,0,0.8455903638904302
9,2,Kathy Ireland,13.0,13.0,13.0,1,0.7434751827204948
9,2,Tom DeLay,13.0,13.0,13.0,0,0.7434751827204948
9,3,Mya,1.0,12.0,1.0,0,1.0
9,3,Natalie Coughlin,2.0,11.0,1.0,0,1.0
9,3,Joanna Krupa,3.0,6.0,1.0,0,1.0
9,3,Aaron Carter,4.0,1.0,4.0,0,0.9893754901407574
9,3,Louie Vito,6.0,2.0,5.0,0,0.9455284136063165
9,3,Donny Osmond,4.0,7.0,6.0,0,0.9451808604045726
9,3,Kelly Osbourne,6.0,3.0,7.0,0,0.9425382823753038
9,3,Mark Dacascos,9.0,4.0,8.0,0,0.8936579057895776
9,3,Melissa Joan Hart,8.0,8.0,9.0,0,0.8778283565784842
9,3,Debi Mazar,10.0,5.0,10.0,0,0.8675234743152638
9,3,Chuck Liddell,10.0,10.0,11.0,0,0.8105699528672713
9,3,Tom DeLay,12.0,13.0,13.0,1,0.7060169501067131
9,3,Michael Irvin,13.0,9.0,13.0,1,0.7587487094408443
9,4,Melissa Joan Hart,1.0,8.0,1.0,0,1.0
9,4,Mya,1.0,8.0,1.0,0,1.0
9,4,Joanna Krupa,3.0,5.0,1.0,0,1.0
9,4,Natalie Coughlin,4.0,2.0,4.0,0,0.968695078009391
9,4,Kelly Osbourne,6.0,3.0,5.0,0,0.9451747595249533
9,4,Donny Osmond,4.0,6.0,6.0,0,0.9437787778905764
9,4,Mark Dacascos,7.0,4.0,7.0,0,0.9192440269657303
9,4,Aaron Carter,8.0,1.0,8.0,0,0.8571500582691257
9,4,Louie Vito,10.0,7.0,9.0,0,0.7590688722161721
9,4,Chuck Liddell,9.0,10.0,10.0,0,0.7359743892108719
9,4,Michael Irvin,10.0,11.0,11.0,1,0.7066340563678564
9,5,Donny Osmond,1.0,5.0,1.0,0,1.0
9,5,Mya,2.0,6.0,2.0,0,0.9595952288577194
9,5,Mark Dacascos,3.0,2.0,3.0,0,0.9574943892347438
9,5,Melissa Joan Hart,7.0,1.0,4.0,0,0.9197378182735083
9,5,Joanna Krupa,4.0,3.0,5.0,0,0.9181722056440434
9,5,Aaron Carter,4.0,4.0,6.0,0,0.9129816687790343
9,5,Kelly Osbourne,4.0,8.0,7.0,0,0.8979177500070561
9,5,Natalie Coughlin,8.0,7.0,8.0,0,0.8670719121391645
9,5,Louie Vito,8.0,9.0,9.0,0,0.7629372504310652
9,5,Michael Irvin,10.0,10.0,10.0,1,0.6555705077300049
9,6,Joanna Krupa,1.0,7.0,1.0,0,1.0
9,6,Mya,2.0,5.0,1.0,0,1.0
9,6,Aaron Carter,3.0,4.0,1.0,0,1.0
9,6,Mark Dacascos,4.0,1.0,1.0,0,1.0
9,6,Donny Osmond,5.0,3.0,5.0,0,0.9697655590041199
9,6,Kelly Osbourne,6.0,2.0,6.0,0,0.8884495790778612
9,6,Melissa Joan Hart,8.0,6.0,7.0,0,0.854067176004092
9,6,Louie Vito,7.0,8.0,9.0,1,0.704414857423852
9,6,Michael Irvin,9.0,9.0,9.0,1,0.6337349041824057
9,7,Joanna Krupa,1.0,4.0,1.0,0,0.8965024034604984
9,7,Aaron Carter,2.0,2.0,2.0,0,0.8828692194578318
9,7,Donny Osmond,3.0,3.0,3.0,0,0.8745574078230238
9,7,Kelly Osbourne,3.0,5.0,4.0,0,0.8621783738161111
9,7,Mya,5.0,1.0,5.0,0,0.8524449406281267
9,7,Michael Irvin,6.0,7.0,7.0,1,0.5651152298824231
9,7,Mark Dacascos,7.0,6.0,7.0,1,0.7435138015947151
9,8,Mya,1.0,3.0,1.0,0,0.8582050994044945
9,8,Joanna Krupa,2.0,2.0,2.0,0,0.8120848462217465
9,8,Kelly Osbourne,3.0,1.0,3.0,0,0.8085486351566737
9,8,Donny Osmond,4.0,4.0,4.0,0,0.7522284452302972
9,8,Aaron Carter,4.0,5.0,5.0,1,0.7521546123785638
9,9,Mya,1.0,1.0,1.0,0,0.8895000773089105
9,9,Joanna Krupa,2.0,2.0,2.0,0,0.8528100873195559
9,9,Kelly Osbourne,3.0,3.0,3.0,0,0.8188048195160765
9,9,Donny Osmond,4.0,4.0,4.0,1,0.7398663382536952
9,10,Mya,2.0,1.0,1.0,0,0.36559691667722527
9,10,Donny Osmond,1.0,3.0,3.0,1,0.2888034342701713
9,10,Kelly Osbourne,3.0,2.0,3.0,1,0.2736681529261701
10,1,Nicole Scherzinger,1.0,11.0,1.0,0,1.0
10,1,Evan Lysacek,2.0,7.0,1.0,0,1.0
10,1,Pamela Anderson,3.0,2.0,1.0,0,1.0
10,1,Erin Andrews,3.0,4.0,4.0,0,0.9832731326857806
10,1,Jake Pavelka,5.0,3.0,5.0,0,0.9651769533242207
10,1,Niecy Nash,6.0,1.0,6.0,0,0.9406955995829878
10,1,Chad Ochocinco,6.0,5.0,7.0,0,0.9041365888378312
10,1,Shannen Doherty,6.0,5.0,7.0,0,0.9041365888378312
10,1,Kate Gosselin,9.0,8.0,9.0,0,0.8215032600522063
10,1,Aiden Turner,10.0,10.0,10.0,0,0.7740170574078673
10,1,Buzz Aldrin,11.0,9.0,11.0,0,0.7687455641535734
10,2,Nicole Scherzinger,1.0,11.0,1.0,0,1.0
10,2,Evan Lysacek,2.0,6.0,1.0,0,1.0
10,2,Erin Andrews,3.0,3.0,1.0,0,1.0
10,2,Pamela Anderson,4.0,2.0,4.0,0,0.9953950257853577
10,2,Jake Pavelka,6.0,1.0,5.0,0,0.957379985537183
10,2,Niecy Nash,5.0,7.0,6.0,0,0.921594737295392
10,2,Shannen Doherty,6.0,5.0,7.0,0,0.921188098500284
10,2,Aiden Turner,8.0,8.0,8.0,0,0.858552261795992
10,2,Chad Ochocinco,9.0,4.0,9.0,0,0.8337152647080768
10,2,Kate Gosselin,10.0,9.0,10.0,0,0.7216681134517147
10,2,Buzz Aldrin,11.0,10.0,11.0,1,0.6512074155830307
10,3,Evan Lysacek,1.0,6.0,1.0,0,1.0
10,3,Nicole Scherzinger,2.0,1.0,1.0,0,1.0
10,3,Erin Andrews,2.0,2.0,3.0,0,0.9978889417825281
10,3,Jake Pavelka,4.0,3.0,4.0,0,0.9290755001978601
10,3,Pamela Anderson,4.0,4.0,5.0,0,0.923757504769449
10,3,Niecy Nash,4.0,5.0,6.0,0,0.9191067266327323
10,3,Aiden Turner,7.0,7.0,7.0,0,0.8656869308530121
10,3,Chad Ochocinco,7.0,8.0,8.0,0,0.8643206843646739
10,3,Kate Gosselin,9.0,10.0,9.0,0,0.6663069261778167
10,3,Buzz Aldrin,10.0,9.0,10.0,1,0.6458251174053642
10,4,Evan Lysacek,1.0,4.0,1.0,0,1.0
10,4,Nicole Scherzinger,2.0,5.0,2.0,0,0.967920985708445
10,4,Pamela Anderson,3.0,3.0,3.0,0,0.9534574061222659
10,4,Chad Ochocinco,4.0,6.0,4.0,0,0.9002844971474717
10,4,Erin Andrews,5.0,1.0,5.0,0,0.8821025280226487
10,4,Jake Pavelka,6.0,2.0,6.0,0,0.8646313338932432
10,4,Niecy Nash,7.0,7.0,7.0,0,0.8141069082102841
10,4,Aiden Turner,8.0,8.0,8.0,0,0.7182626677102912
10,4,Kate Gosselin,9.0,9.0,9.0,1,0.6227822750345282
10,5,Nicole Scherzinger,1.0,6.0,1.0,0,1.0
10,5,Evan Lysacek,2.0,4.0,2.0,0,0.9796083416802944
10,5,Jake Pavelka,3.0,3.0,3.0,0,0.9234830809344391
10,5,Erin Andrews,4.0,2.0,4.0,0,0.9115756245295592
10,5,Pamela Anderson,5.0,1.0,5.0,0,0.893375868661295
10,5,Niecy Nash,6.0,5.0,6.0,0,0.7878908223174869
10,5,Chad Ochocinco,6.0,7.0,7.0,0,0.7720254737390169
10,5,Kate Gosselin,8.0,8.0,8.0,1,0.5449480628150145
10,6,Nicole Scherzinger,1.0,4.0,1.0,0,1.0
10,6,Erin Andrews,2.0,3.0,1.0,0,1.0
10,6,Pamela Anderson,4.0,2.0,3.0,0,0.9569713589891017
10,6,Evan Lysacek,5.0,1.0,4.0,0,0.9315255628680719
10,6,Chad Ochocinco,3.0,6.0,5.0,0,0.9107038271470129
10,6,Jake Pavelka,7.0,5.0,6.0,0,0.824920901151349
10,6,Niecy Nash,6.0,7.0,7.0,1,0.8008394766866891
10,7,Evan Lysacek,1.0,1.0,1.0,0,0.875220394910534
10,7,Nicole Scherzinger,1.0,2.0,2.0,0,0.8244348739685695
10,7,Chad Ochocinco,3.0,4.0,3.0,0,0.7906346306868648
10,7,Erin Andrews,4.0,3.0,4.0,0,0.7878786323119603
10,7,Pamela Anderson,4.0,5.0,5.0,0,0.7823045515389597
10,7,Niecy Nash,6.0,6.0,6.0,1,0.664227478702849
10,8,Nicole Scherzinger,1.0,3.0,1.0,0,0.8570865147967565
10,8,Evan Lysacek,2.0,1.0,2.0,0,0.8547701702806206
10,8,Erin Andrews,2.0,2.0,3.0,0,0.8165267252004661
10,8,Chad Ochocinco,4.0,4.0,4.0,0,0.6885346715113214
10,8,Niecy Nash,5.0,5.0,5.0,1,0.5865912877012753
10,9,Evan Lysacek,1.0,1.0,1.0,0,0.8742869029346392
10,9,Nicole Scherzinger,1.0,2.0,2.0,0,0.8735239939954714
10,9,Erin Andrews,3.0,3.0,3.0,0,0.8401776693612077
10,9,Chad Ochocinco,4.0,4.0,4.0,1,0.6952297194423744
10,10,Nicole Scherzinger,1.0,1.0,1.0,0,0.3487619374584574
10,10,Erin Andrews,2.0,2.0,3.0,1,0.3172871472763261
10,10,Evan Lysacek,3.0,3.0,3.0,1,0.28016464702319577
11,1,Jennifer Grey,1.0,9.0,1.0,0,1.0
11,1,Brandy,2.0,7.0,1.0,0,1.0
11,1,Kyle Massey,2.0,7.0,1.0,0,1.0
11,1,Rick Fox,4.0,4.0,1.0,0,1.0
11,1,Kurt Warner,5.0,1.0,5.0,0,0.9759736267491179
11,1,Audrina Patridge,5.0,2.0,6.0,0,0.9548662720540954
11,1,Bristol Palin,7.0,5.0,7.0,0,0.8945553833024904
11,1,Florence Henderson,7.0,5.0,7.0,0,0.8945553833024904
11,1,Michael Bolton,9.0,3.0,9.0,0,0.86290504209888
11,1,David Hasselhoff,10.0,10.0,10.0,1,0.7772605379797924
11,1,Margaret Cho,10.0,10.0,10.0,0,0.7772605379797924
11,1,The Situation,10.0,10.0,10.0,0,0.7772605379797924
11,2,Jennifer Grey,1.0,8.0,1.0,0,1.0
11,2,Audrina Patridge,2.0,5.0,1.0,0,1.0
11,2,Bristol Palin,3.0,1.0,1.0,0,1.0
11,2,Kyle Massey,3.0,1.0,1.0,0,1.0
11,2,Brandy,5.0,3.0,5.0,0,0.9677711613190756
11,2,Rick Fox,5.0,7.0,6.0,0,0.941368514181801
11,2,Kurt Warner,5.0,9.0,7.0,0,0.907691428922655
11,2,Florence Henderson,8.0,6.0,8.0,0,0.8968934868709246
11,2,Margaret Cho,9.0,10.0,9.0,0,0.7801837134792211
11,2,The Situation,9.0,10.0,9.0,0,0.7801837134792211
11,2,Michael Bolton,11.0,4.0,11.0,1,0.7522236745055881
11,3,Audrina Patridge,1.0,5.0,1.0,0,1.0
11,3,Jennifer Grey,2.0,2.0,2.0,0,0.9823675299561516
11,3,Kyle Massey,5.0,1.0,3.0,0,0.9703253677466965
11,3,Brandy,2.0,3.0,4.0,0,0.9659146329396218
11,3,Rick Fox,2.0,4.0,5.0,0,0.962089022104951
11,3,Kurt Warner,5.0,8.0,6.0,0,0.9063480769046879
11,3,Florence Henderson,7.0,7.0,7.0,0,0.8592371364467886
11,3,Bristol Palin,9.0,6.0,8.0,0,0.8508962462859304
11,3,The Situation,7.0,9.0,9.0,0,0.7891439249864891
11,3,Margaret Cho,10.0,10.0,10.0,1,0.6776571705131605
11,4,Jennifer Grey,1.0,8.0,1.0,0,1.0
11,4,Audrina Patridge,3.0,1.0,2.0,0,0.9743702659406049
11,4,Brandy,2.0,4.0,3.0,0,0.9723698236629575
11,4,Kyle Massey,4.0,3.0,4.0,0,0.9011560885279396
11,4,Rick Fox,5.0,2.0,5.0,0,0.8942264960545824
11,4,Florence Henderson,6.0,5.0,6.0,0,0.8275419898430824
11,4,Kurt Warner,7.0,6.0,7.0,0,0.7812537516646351
11,4,Bristol Palin,8.0,7.0,8.0,0,0.7508692257185774
11,4,The Situation,9.0,9.0,9.0,1,0.6394051376796868
11,5,Brandy,1.0,3.0,1.0,0,0.9776555065397005
11,5,Jennifer Grey,2.0,2.0,2.0,0,0.9465083457384602
11,5,Audrina Patridge,5.0,1.0,3.0,0,0.9280309084372831
11,5,Rick Fox,3.0,5.0,4.0,0,0.9004864217824153
11,5,Kurt Warner,3.0,7.0,5.0,0,0.8402544079084908
11,5,Kyle Massey,7.0,4.0,6.0,0,0.8331295040641875
11,5,Florence Henderson,6.0,6.0,7.0,0,0.8161388527279476
11,5,Bristol Palin,8.0,8.0,8.0,1,0.6771315610414673
11,6,Brandy,1.0,4.0,1.0,0,1.0
11,6,Audrina Patridge,2.0,2.0,2.0,0,0.9973623934974509
11,6,Jennifer Grey,5.0,1.0,3.0,0,0.9757136096019253
11,6,Rick Fox,3.0,3.0,4.0,0,0.9452530985854412
11,6,Kyle Massey,4.0,5.0,5.0,0,0.9017143296220157
11,6,Bristol Palin,6.0,7.0,6.0,0,0.7578087261209497
11,6,Kurt Warner,7.0,6.0,7.0,1,0.7342525226599834
11,7,Jennifer Grey,1.0,1.0,1.0,0,0.8647456325308738
11,7,Brandy,1.0,2.0,2.0,0,0.859595763433574
11,7,Rick Fox,4.0,3.0,3.0,0,0.821100116001455
11,7,Kurt Warner,3.0,4.0,4.0,0,0.7402019900086405
11,7,Kyle Massey,5.0,5.0,5.0,0,0.7070742350600902
11,7,Bristol Palin,6.0,6.0,6.0,1,0.5774531310700702
11,8,Brandy,1.0,1.0,1.0,0,0.880343879244312
11,8,Jennifer Grey,1.0,2.0,2.0,0,0.8604936679125019
11,8,Kyle Massey,3.0,3.0,3.0,0,0.7647625501520703
11,8,Kurt Warner,4.0,4.0,4.0,0,0.6388430870512952
11,8,Bristol Palin,5.0,5.0,5.0,1,0.5384035589633209
11,9,Jennifer Grey,1.0,1.0,1.0,0,0.874808018135046
11,9,Brandy,3.0,2.0,2.0,0,0.8526112532162302
11,9,Kyle Massey,2.0,3.0,3.0,0,0.7884998001439087
11,9,Bristol Palin,4.0,4.0,4.0,1,0.5488381167173639
11,10,Jennifer Grey,1.0,1.0,1.0,0,0.38141858509029314
11,10,Kyle Massey,2.0,2.0,3.0,1,0.26505201555349756
11,10,Bristol Palin,3.0,3.0,3.0,1,0.011527291854281474
12,1,Ralph Macchio,1.0,11.0,1.0,0,1.0
12,1,Kirstie Alley,2.0,8.0,1.0,0,1.0
12,1,Chelsea Kane,3.0,3.0,3.0,0,0.9838914768917361
12,1,Hines Ward,3.0,3.0,3.0,0,0.9838914768917361
12,1,Chris Jericho,5.0,1.0,5.0,0,0.9522411356881257
12,1,Romeo,5.0,1.0,5.0,0,0.9522411356881257
12,1,Kendra Wilkinson,7.0,5.0,7.0,0,0.8919302469365207
12,1,Petra Nemcova,7.0,5.0,7.0,0,0.8919302469365207
12,1,Sugar Ray Leonard,9.0,10.0,9.0,0,0.8356757661002123
12,1,Wendy Williams,10.0,7.0,10.0,0,0.7821885944667949
12,1,Mike Catherwood,11.0,9.0,11.0,0,0.7558097465174785
12,2,Chris Jericho,1.0,4.0,1.0,0,1.0
12,2,Hines Ward,1.0,4.0,1.0,0,1.0
12,2,Romeo,1.0,4.0,1.0,0,1.0
12,2,Ralph Macchio,4.0,3.0,4.0,0,0.9606918893439903
12,2,Kirstie Alley,5.0,1.0,5.0,0,0.9554203960896964
12,2,Chelsea Kane,7.0,2.0,6.0,0,0.9036416678021262
12,2,Kendra Wilkinson,6.0,7.0,7.0,0,0.8838692204907374
12,2,Petra Nemcova,7.0,8.0,8.0,0,0.8457235774567584
12,2,Mike Catherwood,9.0,9.0,9.0,0,0.7610071904172347
12,2,Wendy Williams,9.0,10.0,10.0,0,0.7536441910037153
12,2,Sugar Ray Leonard,9.0,11.0,11.0,1,0.7513107951457014
12,3,Hines Ward,1.0,6.0,1.0,0,1.0
12,3,Petra Nemcova,1.0,6.0,1.0,0,1.0
12,3,Kendra Wilkinson,3.0,4.0,3.0,0,0.9699436318426297
12,3,Chelsea Kane,3.0,5.0,4.0,0,0.9637584212136969
12,3,Chris Jericho,5.0,1.0,5.0,0,0.932830481873244
12,3,Ralph Macchio,5.0,3.0,6.0,0,0.9312902186345244
