season,week,celebrity_name,vote_mean,vote_std,vote_ci_lower,vote_ci_upper,vote_ci_width,coefficient_of_variation,relative_ci_width
1,6,John O'Hurley,1885948.807082911,146942.16707188403,1604473.707774087,2193638.7293441617,589165.0215700746,0.077914186493305,0.31239714426891835
1,6,Kelly Monaco,1876306.0941210955,146942.16709025635,1568616.1704513563,2157781.1933369786,589165.0228856222,0.07831460311868113,0.31400261648758354
2,1,Drew Lachey,488236.77954198275,7584.29842981038,474076.93901496514,503008.6859489471,28931.74693398195,0.015534057956316292,0.05925761463755959
2,1,George Hamilton,407640.72432289243,5163.520728812658,397759.5233181983,417264.4249504831,19504.901632284804,0.012666842198824645,0.04784826556444582
2,1,Giselle Fernandez,486206.18777843664,4273.889075027723,478465.17022763996,494956.09870720713,16490.92847956717,0.008790281124466741,0.033917561919393054
2,1,Jerry Rice,445150.6431328609,5402.521953760789,434561.59367545624,455598.1212138754,21036.527538419177,0.012136390314386982,0.047257097935137785
2,1,Kenny Mayne,362660.71298840496,7043.243048977098,349750.2275912298,375290.00145694317,25539.77386571339,0.019421025759694805,0.07042332668256225
2,1,Lisa Rinna,441089.4596057686,5987.055851007242,430073.41961784294,452462.4333383799,22389.013720536954,0.013573336928881225,0.0507584419281919
2,1,Master P,340011.5814998698,9414.48554192058,320764.12202804704,357411.0724086458,36646.95038059878,0.027688720191209677,0.10778147679246863
2,1,Stacy Keibler,478109.04448389047,5844.950422391514,466004.1110537995,490193.6790662163,24189.56801241677,0.012225140874925353,0.05059424893023922
2,1,Tatum O'Neal,486206.18777843664,4273.889075027723,478465.17022763996,494956.09870720713,16490.92847956717,0.008790281124466741,0.033917561919393054
2,1,Tia Carrere,443120.0513693148,2059.6097008841757,439230.2829168919,446972.05085517507,7741.767938283156,0.004647972247068573,0.017471039539645752
2,2,Drew Lachey,533851.2967651138,8215.529934324857,518578.70745737525,550205.5961919909,31626.88873461564,0.015389172947798535,0.059242880791448134
2,2,George Hamilton,471262.19658266427,3864.1844393091037,463485.9888013166,477971.8103504246,14485.82154910802,0.008199648661254937,0.03073834832106474
2,2,Giselle Fernandez,500976.787280601,8133.0101001929415,485987.0551394651,517635.1464923895,31648.091352924414,0.01623430527458267,0.0631727699894368
2,2,Jerry Rice,495001.04444707296,5696.5676520326115,484776.075204528,507275.3974540585,22499.322249530524,0.011508193196634165,0.04545308035594705
2,2,Lisa Rinna,430966.4214856783,7805.3144554772925,416004.0745074134,446114.09174272214,30110.01723530877,0.018111189332500412,0.06986627202070632
2,2,Master P,371337.83802266954,9336.57218060529,353334.89381779,388880.2102510836,35545.31643329357,0.025143067106550312,0.09572231212032745
2,2,Stacy Keibler,559083.5068862044,8200.37354708175,543886.7225147792,575376.1141835927,31489.391668813536,0.01466752899357278,0.05632323486735028
2,2,Tatum O'Neal,450366.1234684541,17558.42430188462,412201.3777674294,484474.6301958014,72273.25242837198,0.03898700054671075,0.16047666256903614
2,2,Tia Carrere,490095.9614807358,5870.197939045328,477856.45183708786,501039.83809667674,23183.38625958888,0.011977650093890985,0.04730376922418315
2,3,Drew Lachey,588665.4545029307,9684.051406611969,570636.4418603154,608301.3814949435,37664.93963462813,0.016450857329124543,0.06398360791603172
2,3,George Hamilton,518156.2763719624,3084.9508789400566,511807.54068597284,523950.7471484694,12143.206462496542,0.005953707442357605,0.023435413245442287
2,3,Giselle Fernandez,544668.559704185,6916.708153763491,532007.391900526,558731.3448418129,26723.952941286843,0.012698930442249182,0.04906461455348349
2,3,Jerry Rice,485112.72446940624,6122.368591764092,472522.10295668663,496519.326414618,23997.223457931366,0.012620507117104492,0.04946731398187589
2,3,Lisa Rinna,536891.2811774292,5296.141314683752,526879.3056699102,547936.6374346893,21057.33176477917,0.00986445766649265,0.03922084880685601
2,3,Master P,386657.0773084352,16239.57587477778,354731.8416387673,417086.16220730613,62354.32056853885,0.041999944725758936,0.16126517327083345
2,3,Stacy Keibler,584678.6934859711,9844.035264754286,567158.4626336168,604353.2712257365,37194.80859211972,0.016836658107142886,0.06361580985678962
2,3,Tia Carrere,582620.9133147156,8813.26172494054,565905.5862150363,599775.2488087087,33869.6625936724,0.015126923053275055,0.05813327640605471
2,4,Drew Lachey,686532.274140162,12833.658466572504,663400.8286562366,711967.9572115288,48567.12855529215,0.018693452514881175,0.07074267355619862
2,4,George Hamilton,535381.1046949506,10481.736029768073,513744.9199335014,553299.4931851323,39554.57325163088,0.01957808360782616,0.07388115289232756
2,4,Jerry Rice,581267.2931423342,9319.415819682945,564083.8701960458,599740.7171291333,35656.84693308745,0.016032926554842147,0.06134328793957482
2,4,Lisa Rinna,649844.889862226,10929.720615059523,627845.1283274132,672017.5711745812,44172.44284716796,0.01681896831931192,0.06797382504082318
2,4,Master P,370345.79270898126,34276.527020601214,301076.4362554988,432577.42912506266,131500.99286956387,0.09255276472800597,0.35507624349575834
2,4,Stacy Keibler,676133.9682887814,8567.001668291881,659600.8248376908,691418.284361988,31817.459524297155,0.012670568363802212,0.04705792197487659
2,4,Tia Carrere,652455.461410553,9618.67990699799,634275.366578512,671219.2405661693,36943.87398765725,0.014742278172065915,0.056622828948029266
2,5,Drew Lachey,725446.5944056215,10132.992126988758,707743.3075603585,746637.1376530376,38893.83009267901,0.013967936723572324,0.053613636610350075
2,5,George Hamilton,615180.9035789027,9593.171592679055,595986.0598352557,631524.3834876302,35538.32365237444,0.015594065968025681,0.05776889927113337
2,5,Jerry Rice,603887.650669987,9999.327719995537,582722.0454949146,623240.6770839731,40518.63158905844,0.016558258326530968,0.0670963076395167
2,5,Lisa Rinna,715891.9343199824,15292.071842795709,684798.8752253918,744753.5823098131,59954.7070844213,0.021360866228115106,0.08374826452175578
2,5,Stacy Keibler,772167.3665871341,11085.073551952435,751189.6111530986,795112.517216737,43922.906063638395,0.014355791285180603,0.05688262411006977
2,5,Tia Carrere,643896.1385937833,12851.255162207979,617751.3106950478,669203.4050618382,51452.09436679038,0.019958583988830984,0.07990744358113028
2,6,Drew Lachey,897680.8813513236,14081.570020709718,872378.1874057022,923685.1963336256,51307.008927923394,0.01568661014536929,0.05715506478280835
2,6,George Hamilton,691533.9518120799,16061.331859664233,659661.8951340592,720040.0893957315,60378.19426167221,0.023225659156108653,0.08731052770938948
2,6,Jerry Rice,680016.7123363188,15850.447008717212,647148.9735262278,707622.1162057016,60473.14267947385,0.023308908032951384,0.08892890657305697
2,6,Lisa Rinna,816983.962525978,13135.709667301873,790870.6167629964,841239.3639583031,50368.7471953067,0.016078295621236496,0.06165206357242919
2,6,Stacy Keibler,914764.884031084,13705.46623883776,889313.4112407495,943125.6813827922,53812.27014204266,0.014982501490920857,0.05882634005899826
2,7,Drew Lachey,1075867.3793928972,13972.830550465776,1050240.3109885494,1103791.5775726947,53551.26658414537,0.012987502751826648,0.049774970047296994
2,7,Jerry Rice,746122.8832337405,29224.12660271395,686713.0925511037,802125.3760565441,115412.28350544046,0.0391679805825749,0.15468267506451058
2,7,Lisa Rinna,1003575.0083947411,19493.18261899643,966077.4601092776,1041880.9490004547,75803.48889117711,0.01942374257622912,0.07553345615135222
2,7,Stacy Keibler,1099924.9249393272,13386.734198656046,1074545.6404412016,1127193.2508703636,52647.61042916193,0.012170589005785527,0.04786473079702782
2,8,Drew Lachey,1638089.1206995891,83876.48730361197,1499455.3047910486,1825811.555054608,326356.2502635594,0.05120386079347765,0.19922985028078347
2,8,Jerry Rice,493554.22378297936,179568.75509278092,88264.13893287667,778261.59064457,689997.4517116933,0.3638278155466441,1.3980175195807705
2,8,Stacy Keibler,1718356.6550581001,98687.91430397969,1558985.9607978545,1940293.3793991145,381307.41860126005,0.05743156638261625,0.22190237252485137
3,1,Emmitt Smith,450611.50325802504,6721.625036353018,437847.4163960285,464076.9796898449,26229.563293816405,0.014916674314246573,0.0582088186923117
3,1,Harry Hamlin,386619.55278458726,3335.4953989472397,380153.9620990063,393083.003874798,12929.041775791731,0.008627332412247854,0.03344125169736411
3,1,Jerry Springer,358569.5560326385,3398.5398343768966,351864.88154871366,364803.7009663324,12938.819417618739,0.0094780490345576,0.03608454538299117
3,1,Joey Lawrence,416769.1515098562,4805.6907414487605,407351.1350109247,426453.97977082693,19102.84475990222,0.011530821616808436,0.045835553544923184
3,1,Mario Lopez,477053.94508697547,6998.162644262215,463884.1925776723,490596.1370664726,26711.944488800305,0.01466954149805076,0.05599355117780284
3,1,Monique Coleman,409181.12061669974,1125.5363972167859,406944.55166399013,411487.75634664966,4543.204682659532,0.0027507046158933898,0.011103163009603704
3,1,Sara Evans,337861.56664868526,6187.952028947168,325027.07916839654,350034.58949917514,25007.510330778605,0.01831505160627375,0.07401703182410765
3,1,Shanna Moakler,404801.53007653524,4219.549385668935,396267.5745393584,412486.0547182115,16218.480178853148,0.010423748608042937,0.0400652640215731
3,1,Tucker Carlson,331440.2766864234,8011.6387014352795,315672.2758129678,346957.21300310246,31284.93719013466,0.02417219410245398,0.09439087338118966
3,1,Vivica A. Fox,452450.67783276556,5793.208419716972,441739.6846392713,464057.17638400884,22317.49174473755,0.012804066174607992,0.04932580022122659
3,1,Willa Ford,443023.47236486856,3170.3368713773257,437202.6217372056,449447.11093171523,12244.489194509631,0.00715613747157459,0.027638466036908366
3,2,Emmitt Smith,460145.5097623265,7972.990780423253,445426.13893167465,475650.9279676803,30224.789036005677,0.017327107645886727,0.0656852851864562
3,2,Harry Hamlin,401915.6445590189,7534.6319568271465,387469.66732726275,416943.86110466823,29474.193777405482,0.018746799381482476,0.07333427841492589
3,2,Jerry Springer,356125.5038206914,8334.916252725698,339608.07978069544,371534.6569009566,31926.57712026115,0.023404435131167453,0.08964979137336969
3,2,Joey Lawrence,507723.9255925922,7589.772546248306,493396.82734793396,523643.21160785144,30246.384259917482,0.014948621019562687,0.05957250138372991
3,2,Mario Lopez,457187.5448627266,12673.517154921165,433758.72630040464,481021.2284240354,47262.50212363078,0.02772060896524744,0.10337661787750942
3,2,Monique Coleman,491958.6063581168,8439.795638088159,475317.9791628929,507196.17828943516,31878.199126542255,0.017155499525796456,0.06479853937820292
3,2,Sara Evans,398207.95761496614,7676.410879041272,382491.7678616621,411267.08367539535,28775.315813733265,0.019277391956249456,0.07226203109069104
3,2,Shanna Moakler,426675.24102013145,4710.566321588166,416890.3414404934,435482.4574196741,18592.11597918067,0.011040167951451187,0.04357439614899861
3,2,Vivica A. Fox,435051.59087393095,13380.240937566312,409998.4376067022,463624.75489940826,53626.31729270605,0.030755526972532397,0.12326427122121675
3,2,Willa Ford,457655.53431187116,6439.840539069564,444681.42643294693,469930.97865601047,25249.55222306354,0.014071370400343744,0.05517152165772158
3,3,Emmitt Smith,442429.5173605908,12083.851212764224,418784.34870586894,464382.76390343,45598.41519756109,0.027312488743637762,0.10306368225517212
3,3,Harry Hamlin,481291.1579666121,5594.293723801734,471136.7860656735,493154.2206795239,22017.434613850375,0.011623512360868718,0.04574660109458682
3,3,Jerry Springer,367322.35607538297,12157.148014688542,345330.29366177233,390290.7709461382,44960.47728436586,0.033096673299660574,0.12240060138114474
3,3,Joey Lawrence,497921.0650966054,9224.857659811463,478815.6434486653,514853.7139869366,36038.070538271335,0.018526747122099924,0.07237707553360756
3,3,Mario Lopez,502579.6691311059,8987.865271173836,484186.69179483125,518461.94266512856,34275.250870297314,0.01788346370379978,0.06819864187812195
3,3,Monique Coleman,531167.5545017776,8058.859596672347,515741.9601616131,546453.8200309823,30711.85986936913,0.015171972625909658,0.05781953285564687
3,3,Sara Evans,494254.6997765428,7827.299988237838,478592.12043937616,508298.17498987,29706.054550493835,0.01583657169426337,0.06010272550554243
3,3,Vivica A. Fox,512176.6865489227,10635.31336711131,493044.6112262606,535433.0587013843,42388.44747512374,0.020764930631209887,0.08276137627571387
3,3,Willa Ford,487769.0581957457,8174.40188431641,470890.70452543674,504060.5716946987,33169.86716926197,0.016758754469899065,0.0680032212210366
3,4,Emmitt Smith,512535.5244415839,10869.187043334488,491421.0086511605,533378.24800926,41957.23935809953,0.02120669987739221,0.08186210976070907
3,4,Jerry Springer,410562.97368495964,15113.87028690893,378922.6259241438,436563.6774857715,57641.05156162765,0.03681255070630497,0.1403951531339448
3,4,Joey Lawrence,561170.4280109368,8689.966091036964,545386.1174543544,579276.002859659,33889.88540530461,0.015485431265219132,0.060391431397101555
3,4,Mario Lopez,601549.7494302046,8278.77882862721,586226.3880745294,617273.4268307192,31047.038756189868,0.01376241754978532,0.051611755778467217
3,4,Monique Coleman,553462.3260303213,7861.5732905324585,538726.1997432582,567917.2800594786,29191.08031622041,0.014204351264374523,0.05274266909112289
3,4,Sara Evans,466155.044013701,7912.916333556844,450448.2811695378,480163.15022781753,29714.869058279728,0.01697485940605691,0.0637446048045044
3,4,Vivica A. Fox,547789.661812536,7575.4211726614985,533963.8612073414,561913.3145730341,27949.453365692636,0.013829069259167494,0.05102223593123864
3,4,Willa Ford,587950.7631054056,9110.860656323472,571423.7083382212,606687.6662064015,35263.957868180354,0.015495958553063585,0.059977739771822296
3,5,Emmitt Smith,616882.159541471,12439.53473419745,592907.6122400071,640746.5193586895,47838.9071186824,0.020165171810842715,0.0775495066257729
3,5,Jerry Springer,439119.3108402616,22040.169393636046,392485.38970151945,479167.1295034659,86681.73980194645,0.0501917562028002,0.1973990613987793
3,5,Joey Lawrence,625655.0713109468,11982.650395396946,604549.6456978425,649986.9853163495,45437.339618507074,0.019152166976429158,0.07262362554386614
3,5,Mario Lopez,645752.3610024068,10335.453236556426,624574.0015406024,667281.1240178554,42707.12247725297,0.01600528911812667,0.06613544921610251
3,5,Monique Coleman,675873.8709910869,12999.733548362476,649981.4756938884,702765.5982461516,52784.1225522632,0.019233963770932505,0.07809759308325043
3,5,Sara Evans,517829.05965132726,9574.007008775494,497702.02573729504,534634.8800473118,36932.85431001673,0.018488740309827365,0.07132248301183587
3,5,Willa Ford,644329.343061918,7503.653742136748,630264.74850585,659082.4462318409,28817.697725990904,0.011645680618049504,0.04472510531500288
3,6,Emmitt Smith,852337.3119031566,17002.06187877253,819735.1729160079,885296.4670330811,65561.29411707318,0.019947574324546666,0.07691942286403428
3,6,Jerry Springer,524160.1514837189,38605.82721516947,449597.9405839707,595362.6083905825,145764.6678066118,0.07365273210084651,0.27809185302240486
3,6,Joey Lawrence,849416.0244781829,18228.074154098125,814597.0698751099,886774.3917343803,72177.32185927033,0.021459536468359044,0.08497287522166848
3,6,Mario Lopez,948265.3847614315,20365.38901668474,909794.5211473528,988778.7712356078,78984.25008825504,0.021476465706705458,0.08329340220314614
3,6,Monique Coleman,839791.7155089347,13601.619755979336,812616.1918900604,865872.8117411594,53256.61985109898,0.016196420499023874,0.06341646251990488
3,7,Emmitt Smith,884807.3649768961,18298.580846337707,849431.2748882645,921962.4546597605,72531.17977149598,0.020680864073521266,0.08197397833978236
3,7,Jerry Springer,509716.6702527115,40545.91546477965,430297.73629702936,581897.2800335519,151599.5437365225,0.07954598668447996,0.2974192381453038
3,7,Joey Lawrence,923150.2878854972,18724.078582767976,889508.2203262816,960737.4265435115,71229.20621722983,0.020282806416771017,0.07715884092977149
3,7,Mario Lopez,909712.1086450595,19357.45068420102,874386.363122918,949222.1095334124,74835.74641049444,0.021278655632090387,0.0822631090642028
3,7,Monique Coleman,786584.1563747921,12193.299396940023,763511.9067092501,809512.7471071613,46000.84039791126,0.015501582758972014,0.05848177849134398
3,8,Emmitt Smith,992791.9824747872,15967.0977654813,960694.4674954953,1025775.1987094753,65080.731213980005,0.016083024487848135,0.06555324011758203
3,8,Joey Lawrence,1030137.9878691435,17247.14768552674,998239.7016181583,1064082.2461401545,65842.54452199629,0.01674256059734554,0.06391623772480483
3,8,Mario Lopez,1067804.5554538942,18079.92489910901,1030927.504053064,1102136.2452598854,71208.7412068214,0.01693186717247496,0.06668705508242802
3,8,Monique Coleman,847500.7681966912,25959.896550275746,793300.6801756895,898190.6291920482,104889.9490163587,0.03063111860714075,0.12376383945886342
3,9,Emmitt Smith,1245674.1783262738,12473.8139131817,1218532.5497707974,1269570.770459144,51038.22068834654,0.010013705132703242,0.040972367876263655
3,9,Joey Lawrence,1314619.8535959704,21018.30419454401,1274754.7035439876,1356351.372794488,81596.66925050039,0.015988123210714633,0.06206864214571489
3,9,Mario Lopez,1302205.967922137,11780.791818368602,1280426.5851985253,1324731.3828774628,44304.79767893744,0.009046796058819025,0.034022880228104256
3,10,Emmitt Smith,1787647.8750681619,25839.670655345817,1731078.0544291828,1831233.7551518988,100155.70072271605,0.014454564019975448,0.056026526319618276
3,10,Mario Lopez,1999116.8302388096,25839.670622845242,1955530.9502292962,2055686.650758611,100155.70052931481,0.012925543035800714,0.05009997365554191
4,1,Apolo Anton Ohno,436658.89123072824,4022.1312816701243,429157.3771112132,444207.5834188896,15050.206307676388,0.009211151684862525,0.034466735041755826
4,1,Billy Ray Cyrus,335460.6992633681,6449.694559117585,322767.9364891114,347651.16087545274,24883.224386341346,0.019226379046130736,0.07417627293146993
4,1,Clyde Drexler,364812.1308054248,4033.8593393929546,357253.9546361743,372254.3604754502,15000.40583927586,0.011057360758500771,0.041118166235750625
4,1,Heather Mills,395804.57360988425,3449.1473121126833,388747.5132662402,402373.358499394,13625.845233153785,0.00871426845995028,0.034425689195253684
4,1,Ian Ziering,436658.89123072824,4022.1312816701243,429157.3771112132,444207.5834188896,15050.206307676388,0.009211151684862525,0.034466735041755826
4,1,Joey Fatone,466010.3227727851,6581.805994385368,453103.1037433581,479190.8685398218,26087.764796463714,0.014123734331083672,0.05598108780346364
4,1,John Ratzenberger,393903.4574175454,3942.44924963367,386341.5245525186,401680.4468067837,15338.922254265053,0.010008668813116298,0.03894081650064192
4,1,Laila Ali,464109.20658044616,5387.974403648046,453392.35516924417,474884.48908698227,21492.1339177381,0.011609281451981117,0.046308355044477605
4,1,Leeza Gibbons,343311.3306101301,5306.185294552395,331982.74822193256,353498.71233754186,21515.9641156093,0.01545589912550304,0.06267187301208878
4,1,Paulina Porizkova,423056.81684457266,2528.5328368033365,418259.3488582607,428098.34792263043,9838.99906436971,0.0059768162008657505,0.023256921228111238
4,1,Shandi Finnessey,423056.81684457266,2528.5328368033365,418259.3488582607,428098.34792263043,9838.99906436971,0.0059768162008657505,0.023256921228111238
4,2,Apolo Anton Ohno,449427.07659101475,6040.871535720388,437790.4625428578,462021.0062018914,24230.543659033603,0.013441271900085518,0.0539142942673295
4,2,Billy Ray Cyrus,384602.41280640796,8328.432830368978,367671.1061583467,400620.581396075,32949.47523772833,0.021654655699108023,0.08567152503620318
4,2,Clyde Drexler,319783.8440782246,7595.80105656975,305000.64369971346,334651.3092438727,29650.665544159245,0.023752923098615597,0.09272096165341669
4,2,Heather Mills,441617.88884916203,7430.057776337168,426652.82124425203,455877.5035016323,29224.68225738028,0.016824630441714197,0.06617640044776853
4,2,Ian Ziering,422262.3236288618,6558.340889724346,409259.6847501309,435055.35722983355,25795.672479702625,0.01553143750397361,0.06108921169669678
4,2,Joey Fatone,444152.59176293976,7420.892391404481,430043.76587920747,458574.2099507204,28530.44407151296,0.01670797948504436,0.06423568071114777
4,2,John Ratzenberger,393405.80981459416,5096.458756012249,384168.6922563372,404477.11264531506,20308.42038897786,0.012954711468074476,0.05162206526270898
4,2,Laila Ali,452472.73259132873,5687.073480044554,441958.1725970428,464568.62287309195,22610.450276049145,0.012568875581683046,0.049970857131120865
4,2,Leeza Gibbons,389956.1942474329,7475.128526266593,375474.4978783982,403503.71322720265,28029.215348804428,0.019169149346871292,0.07187785644204815
4,2,Paulina Porizkova,393480.25851382007,5267.782629827662,383254.45647299435,403972.0020411325,20717.545568138128,0.013387666892677523,0.052652058444783385
4,2,Shandi Finnessey,391682.0043271011,10582.4107342571,369348.68566966977,411617.57530162705,42268.88963195728,0.0270178630045498,0.1079163432707971
4,3,Apolo Anton Ohno,466510.46410449164,5770.997995596793,455482.6730249048,477606.60592161823,22123.932896713435,0.012370564949008673,0.047424301487389554
4,3,Billy Ray Cyrus,418227.86165136384,6978.5350172993385,404589.1110825029,432444.5339693987,27855.42288689583,0.016685963937803524,0.06660346055594978
4,3,Clyde Drexler,322358.85614376044,11019.388376161101,300877.16086542275,344071.6572170501,43194.49635162734,0.034183606766636655,0.13399506645588838
4,3,Heather Mills,494005.69056272664,8459.165425427285,478212.5089333395,510008.6648961289,31796.155962789373,0.01712361939756477,0.06436394675245556
4,3,Ian Ziering,478238.17350626714,5116.852209716361,468502.5397317654,487537.7794700372,19035.239738271805,0.01069938054547481,0.039802844676142014
4,3,Joey Fatone,484942.16226804815,7507.20376143775,470832.8707088936,499643.09845852666,28810.22774963308,0.015480616752989604,0.05940961622080705
4,3,John Ratzenberger,403667.2506435618,6508.44408495487,390250.08387035906,416489.460920961,26239.377050601935,0.016123289849693124,0.06500249155404313
4,3,Laila Ali,449366.865302942,8056.540388286498,433127.2857333841,464848.49463608145,31721.20890269737,0.01792864808324298,0.0705908943270938
4,3,Leeza Gibbons,474433.93011340225,12719.293075764504,447930.86601889605,497998.6641717396,50067.79815284355,0.026809408578185496,0.10553165567411256
4,3,Shandi Finnessey,415111.4907526781,6904.794232325703,401387.41724929906,428610.1261523643,27222.708903065242,0.016633589737075127,0.0655792708934777
4,4,Apolo Anton Ohno,554506.6203496583,8828.65694875794,537838.1798837351,572381.9623927561,34543.782509020995,0.01592164389884255,0.0622964293685773
4,4,Billy Ray Cyrus,483252.8074815432,11618.957414041652,461720.38442646345,507135.0937184538,45414.70929199032,0.024043227963006533,0.09397712457930177
4,4,Clyde Drexler,331624.8154287835,15047.938374561825,304777.65278304485,360429.85000589065,55652.1972228458,0.04537639426984732,0.16781674541119232
4,4,Heather Mills,536971.2638608168,8363.381532165933,520180.5419980101,553645.7905009477,33465.24850293761,0.015575100745677379,0.06232223352572516
4,4,Ian Ziering,538415.7938756375,9099.22143774017,521407.03604967287,555599.5845442681,34192.54849459522,0.016899989824299053,0.06350584229424178
4,4,Joey Fatone,564910.209970608,9577.284837453424,547864.8615582415,583983.7743807619,36118.91282252036,0.016953640894455998,0.0639374402958651
4,4,John Ratzenberger,395819.3524975931,9224.256882286094,377964.68032313016,413150.95987759833,35186.27955446817,0.02330420891268116,0.08889479337593059
4,4,Laila Ali,498807.6400199214,12886.313694755014,472449.49167845066,522536.84586972685,50087.35419127619,0.025834234804904672,0.10041416805339187
4,4,Leeza Gibbons,426573.84940151015,15081.518357788533,397329.92134283367,456356.0517598897,59026.13041705603,0.03535499979416962,0.13837259480362105
4,5,Apolo Anton Ohno,633687.8376494201,13275.847591717113,609137.4205996302,664131.0214627559,54993.60086312564,0.020950137911691796,0.08678342489121617
4,5,Billy Ray Cyrus,473920.30510809075,10576.286021979804,452293.1743990169,492895.82326333877,40602.648864321876,0.02231659185729041,0.08567400135991496
4,5,Clyde Drexler,333420.9580763919,21137.97904145901,290593.8981121601,372129.80605087546,81535.90793871536,0.06339727161546928,0.24454343964794867
4,5,Heather Mills,560831.9638363062,8205.928527921646,544328.1922097835,576225.8679694597,31897.67575967626,0.01463170620980648,0.05687563801015173
4,5,Ian Ziering,573652.0699016575,12693.803338171781,549970.9365778571,599688.8575791571,49717.92100129998,0.022128052881161764,0.08666912159808512
4,5,Joey Fatone,601137.9938827314,7745.47891481305,585632.7299482715,615423.5279089606,29790.79796068906,0.012884693687027242,0.04955733669115012
4,5,John Ratzenberger,451573.5505529096,7938.820651183047,436101.1189381227,467695.28794072586,31594.169002603157,0.017580349073728307,0.06996461365799447
4,5,Laila Ali,626677.28171502,12316.565577634556,604114.4127118537,649622.6600116498,45508.24729979609,0.019653761093633332,0.07261831348864958
4,6,Apolo Anton Ohno,677458.0053896446,7071.450659295823,663487.7539887953,691082.7468929219,27594.992904126528,0.010438212557881915,0.0407331416627885
4,6,Billy Ray Cyrus,492990.9617368152,12568.041156431811,468006.7541808423,517358.27007623913,49351.51589539682,0.025493451466441486,0.1001063299853016
4,6,Heather Mills,623943.6450502079,7687.04725125466,609630.156593406,638747.6902451054,29117.53365169943,0.012320098637491684,0.04666692878866709
4,6,Ian Ziering,604980.6364537004,11590.927822855609,582942.9913830563,626834.003877961,43891.01249490469,0.019159171590680608,0.07254945009841435
4,6,Joey Fatone,641161.1484778037,8173.858965967324,625579.310538898,656849.3041442848,31269.993605386815,0.012748525055476431,0.04877088026875251
